set, measurements,,,,set,measure,n,t,inv measure,FOPDT,,Ts,,Td,L,K,du,y0
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0139,,,,,,,,,,,,,,,,,
-3.0819,3.0179,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0535,,,,,,,,,,,,,,,,,
-3.0819,3.0576,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0553,,,,,,,,,,,,,,,,,
-3.0819,3.036,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0149,,,,,,,,,,,,,,,,,
-3.0819,2.9965,,,,,,,,,,,,,,,,,
-3.0819,2.9767,,,,,,,,,,,,,,,,,
-3.0819,3.0136,,,,,,,,,,,,,,,,,
-3.0819,2.9784,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0553,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0535,,,,,,,,,,,,,,,,,
-3.0819,3.0179,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0543,,,,,,,,,,,,,,,,,
-3.0819,3.0563,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0553,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.994,,,,,,,,,,,,,,,,,
-3.0819,2.9583,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0553,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0139,,,,,,,,,,,,,,,,,
-3.0819,2.998,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0543,,,,,,,,,,,,,,,,,
-3.0819,3.0563,,,,,,,,,,,,,,,,,
-3.0819,3.0757,,,,,,,,,,,,,,,,,
-3.0819,3.036,,,,,,,,,,,,,,,,,
-3.0819,3.0754,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9742,,,,,,,,,,,,,,,,,
-3.0819,2.9782,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.036,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0139,,,,,,,,,,,,,,,,,
-3.0819,2.998,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0337,,,,,,,,,,,,,,,,,
-3.0819,3.0377,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.994,,,,,,,,,,,,,,,,,
-3.0819,2.9782,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0553,,,,,,,,,,,,,,,,,
-3.0819,3.0757,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0337,,,,,,,,,,,,,,,,,
-3.0819,2.998,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9368,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0337,,,,,,,,,,,,,,,,,
-3.0819,3.0377,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9745,,,,,,,,,,,,,,,,,
-3.0819,2.9782,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0558,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0144,,,,,,,,,,,,,,,,,
-3.0819,2.997,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.936,,,,,,,,,,,,,,,,,
-3.0819,2.9747,,,,,,,,,,,,,,,,,
-3.0819,2.9372,,,,,,,,,,,,,,,,,
-3.0819,2.9576,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0151,,,,,,,,,,,,,,,,,
-3.0819,3.0347,,,,,,,,,,,,,,,,,
-3.0819,2.9767,,,,,,,,,,,,,,,,,
-3.0819,3.0169,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9757,,,,,,,,,,,,,,,,,
-3.0819,2.9568,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9544,,,,,,,,,,,,,,,,,
-3.0819,2.9583,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9759,,,,,,,,,,,,,,,,,
-3.0819,2.9745,,,,,,,,,,,,,,,,,
-3.0819,2.9583,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9167,,,,,,,,,,,,,,,,,
-3.0819,2.9164,,,,,,,,,,,,,,,,,
-3.0819,2.9368,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.994,,,,,,,,,,,,,,,,,
-3.0819,2.998,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0156,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9546,,,,,,,,,,,,,,,,,
-3.0819,2.9385,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9365,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9963,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0146,,,,,,,,,,,,,,,,,
-3.0819,2.9968,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9757,,,,,,,,,,,,,,,,,
-3.0819,3.0164,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0337,,,,,,,,,,,,,,,,,
-3.0819,3.0179,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0355,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9561,,,,,,,,,,,,,,,,,
-3.0819,2.9566,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.994,,,,,,,,,,,,,,,,,
-3.0819,2.9782,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,3.0553,,,,,,,,,,,,,,,,,
-3.0819,3.0161,,,,,,,,,,,,,,,,,
-3.0819,3.0556,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0357,,,,,,,,,,,,,,,,,
-3.0819,3.0159,,,,,,,,,,,,,,,,,
-3.0819,2.996,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9958,,,,,,,,,,,,,,,,,
-3.0819,2.9764,,,,,,,,,,,,,,,,,
-3.0819,2.9762,,,,,,,,,,,,,,,,,
-3.0819,2.9563,,,,,,,,,,,,,,,,,
3.0819,2.9742,,,,,,,,,,,,,,,,,
3.0819,2.6804,,,,,,,,,,,,,,,,,
3.0819,2.1429,,,,,,,,,,,,,,,,,
3.0819,1.5675,,,,,,,,,,,,,,,,,
3.0819,0.9127,,,,,,,,,,,,,,,,,
3.0819,0.1786,,,,,,,,,,,,,,,,,
3.0819,-0.5952,,,,,,,,,,,,,,,,,
3.0819,-1.2698,,,,,,,,,,,,,,,,,
3.0819,-1.8254,,,,,,,,,,,,,,,,,
3.0819,-2.2419,,,,,,,,,,,,,,,,,
3.0819,-2.5002,,,,,,,,,,,,,,,,,
3.0819,-2.6786,,,,,,,,,,,,,,,,,
3.0819,-2.7778,,,,,,,,,,,,,,,,,
3.0819,-2.8373,,,,,,,,,,,,,,,,,
3.0819,-2.877,,,,,,,,,,,,,,,,,
3.0819,-2.9167,,,,,,,,,,,,,,,,,
3.0819,-2.9563,,,,,,,,,,,,,,,,,
3.0819,-2.9762,,,,,,,,,,,,,,,,,
3.0819,-3.0146,,,,,,,,,,,,,,,,,
3.0819,-3.0166,,,,,,,,,,,,,,,,,
3.0819,-3.0161,,,,,,,,,,,,,,,,,
3.0819,-3.0558,,,,,,,,,,,,,,,,,
3.0819,-3.0556,,,,,,,,,,,,,,,,,
3.0819,-3.0556,,,,,,,,,,,,,,,,,
3.0819,-3.0556,,,,,,,,,,,,,,,,,
3.0819,-3.0952,,,,,,,,,,,,,,,,,
3.0819,-3.0754,,,,,,,,,,,,,,,,,
